idx,file,true_idx,true_label,pred_idx,pred_label,reason,max_prob
311,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_148.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.092,0.9973480701446533
312,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_150.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.079,0.9973668456077576
313,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_172.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.043,1.0
314,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_174.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.039,1.0
315,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_176.jpg,3,Unripe,3,Unripe,accepted_prob0.99_dist0.095,0.992066502571106
316,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_181.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.087,0.9974773526191711
317,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_183.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.053,0.9999305009841919
318,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_185.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.038,1.0
319,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_186.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.040,1.0
320,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_189.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.067,0.9999499320983887
321,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_193.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.069,0.9998699426651001
322,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_194.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.048,0.9999452829360962
323,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_214.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.053,0.9999896287918091
324,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_216.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.054,0.9999359846115112
325,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_229.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.058,0.9999369382858276
326,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_232.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.068,0.9999088048934937
327,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_235.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.020,1.0
328,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_258.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.063,0.999943733215332
329,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_274.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.050,1.0
330,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_279.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.058,0.9999442100524902
331,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_282.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.056,1.0
332,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_287.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.043,1.0
333,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_295.jpg,3,Unripe,3,Unripe,accepted_prob0.98_dist0.104,0.981758713722229
334,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_301.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.033,1.0
335,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_302.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.071,1.0
336,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_308.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.073,0.9997352957725525
337,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_309.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.067,0.9993767142295837
338,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_316.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.061,1.0
339,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_321.jpg,3,Unripe,3,Unripe,accepted_prob0.99_dist0.101,0.9897128343582153
340,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_325.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.052,1.0
341,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_327.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.063,0.9999593496322632
342,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_331.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.056,0.9999998807907104
343,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_332.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.051,0.999982476234436
344,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_338.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.049,0.9999959468841553
345,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_343.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.031,1.0
346,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_346.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.044,1.0
347,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_349.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.021,0.9999996423721313
348,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_357.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.068,0.9995852112770081
349,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_359.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.055,0.999922513961792
350,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_360.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.093,0.9982970356941223
351,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_366.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.050,0.9999129772186279
352,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_373.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.051,0.9999836683273315
353,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_377.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.052,1.0
354,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_379.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.064,0.999573290348053
355,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_388.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.071,1.0
356,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_390.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.058,0.9995437264442444
357,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_395.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.078,0.9971988201141357
358,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_412.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.054,1.0
359,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_413.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.044,1.0
360,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_414.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.066,1.0
361,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_424.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.041,1.0
362,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_433.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.050,0.9999744892120361
363,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_438.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.051,1.0
364,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_445.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.059,0.999690055847168
365,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_453.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.056,0.9999184608459473
366,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_455.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.033,1.0
367,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_456.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.039,1.0
368,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_461.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.055,0.9999954700469971
369,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_469.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.067,0.9999628067016602
370,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_471.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.043,1.0
371,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_474.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.073,0.9999395608901978
372,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_477.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.054,1.0
373,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_481.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.063,0.9998563528060913
374,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_487.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.041,0.9999997615814209
